id	char
1313	爱
1314	爷
1315	爸
1316	爹
1317	爽
1318	片
1319	版
1320	牌
1321	牒
1322	牙
1323	牛
1324	牢
1325	物
1326	牵
1327	特
1328	犬
1329	犯
1330	状
1331	犹
1332	狂
1333	狈
1334	狗
1335	狠
1336	独
1337	狼
1338	猎
1339	猜
1340	猝
1341	猫
1342	献
1343	猿
1344	獐
1345	玄
1346	率
1347	玉
1348	玦
1349	玩
1350	玫
1351	环
1352	现
1353	玻
1354	珊
1355	珍
1356	珠
1357	班
1358	球
1359	琅
1360	理
1361	琐
1362	琳
1363	琴
1364	琵
1365	琶
1366	瑟
1367	瑰
1368	瑶
1369	璃
1370	瓜
1371	瓢
1372	瓣
1373	瓶
1374	甘
1375	甚
1376	甜
1377	生
1378	用
1379	甫
1380	田
1381	由
1382	甲
1383	电
1384	男
1385	画
1386	界
1387	畏
1388	畔
1389	留
1390	略
1391	番
1392	疏
1393	疑
1394	疗
1395	疤
1396	疯
1397	疲
1398	疼
1399	疾
1400	症
1401	痊
1402	痒
1403	痕
1404	痛
1405	痴
1406	痹
1407	瘦
1408	瘪
1409	瘸
1410	癌
1411	登
1412	白
1413	百
1414	的
1415	皆
1416	皇
1417	皎
1418	皓
1419	皮
1420	皱
1421	盆
1422	盈
1423	益
1424	盏
1425	监
1426	盖
1427	盘
1428	盛
1429	目
1430	盯
1431	直
1432	相
1433	盼
1434	盾
1435	眉
1436	看
1437	真
1438	眠
1439	眨
1440	眶
1441	眸
1442	眼
1443	着
1444	睐
1445	睛
1446	睡
1447	督
1448	睹
1449	瞄
1450	瞎
1451	瞥
1452	瞬
1453	矛
1454	知
1455	矩
1456	矫
1457	短
1458	石
1459	码
1460	研
1461	破
1462	砸
1463	砾
1464	硬
1465	确
1466	碌
1467	碎
1468	碑
1469	碗
1470	碧
1471	碰
1472	磨
1473	礁
1474	示
1475	礼
1476	社
1477	祖
1478	祝
1479	神
1480	票
1481	祸
1482	禀
1483	禅
1484	福
1485	离
1486	秀
1487	私
1488	秋
1489	种
1490	科
1491	秒
1492	秘
1493	秦
1494	秩
1495	积
1496	称
1497	移
1498	稀
1499	程
1500	稽
1501	究
1502	穷
1503	空
1504	穿
1505	突
1506	窗
1507	窜
1508	窝
1509	窥
1510	立
1511	站
1512	竟
1513	章
1514	童
1515	竭
1516	端
1517	竹
1518	笑
1519	笔
1520	笛
1521	符
1522	笨
1523	第
1524	笺
1525	笼
1526	等
1527	筑
1528	筒
1529	答
1530	签
1531	简
1532	算
1533	管
1534	箫
1535	箱
1536	箴
1537	篇
1538	籍
1539	米
1540	类
1541	粉
1542	粗
1543	粘
1544	粟
1545	粹
1546	精
1547	糊
1548	糕
1549	糙
1550	糟
1551	系
1552	素
1553	索
1554	紧
1555	紫
1556	累
1557	絮
1558	繁
1559	纠
1560	红
1561	纤
1562	约
1563	级
1564	纪
1565	纬
1566	纯
1567	纷
1568	纸
1569	纹
1570	纺
1571	线
1572	练
1573	细
1574	织
1575	终
1576	绊
1577	经
1578	绑
1579	结
1580	绕
1581	绘
1582	给
1583	绚
1584	络
1585	绝
1586	继
1587	绩
1588	绪
1589	续
1590	绯
1591	维
1592	绵
1593	绸
1594	绽
1595	绿
1596	缄
1597	缅
1598	缎
1599	缓
1600	缕
1601	编
1602	缘
1603	缚
1604	缠
1605	缤
1606	缩
1607	缭
1608	缺
1609	网
1610	罗
1611	罚
1612	罩
1613	罪
1614	置
1615	羁
1616	美
1617	羞
1618	羡
1619	群
1620	翅
1621	翘
1622	翩
1623	翰
1624	翳
1625	翻
1626	翼
1627	耀
1628	老
1629	考
1630	者
1631	而
1632	耍
1633	耐
1634	耗
1635	耳
1636	聆
1637	聊
1638	聋
1639	联
1640	聚
1641	聩
1642	聪
1643	肃
1644	肆
1645	肉
1646	肚
1647	肠
1648	肢
1649	肤
1650	肩
1651	肾
1652	胃
1653	胆
1654	背
1655	胎
1656	胖
1657	胜
1658	胞
1659	胡
1660	胭
1661	胸
1662	能
1663	脂
1664	脆
1665	脉
1666	脏
1667	脑
1668	脖
1669	脚
1670	脱
1671	脸
1672	脾
1673	腆
1674	腕
1675	腰
1676	腹
1677	腺
1678	腻
1679	腼
1680	腿
1681	膝
1682	臂
1683	臣
1684	自
1685	臭
1686	至
1687	致
1688	舍
1689	舒
1690	舞
1691	舟
1692	航
1693	般
1694	舱
1695	舷
1696	船
1697	良
1698	色
1699	艳
1700	艺
1701	节
1702	芒
1703	芬
1704	花
1705	芳
1706	苇
1707	苍
1708	苔
1709	苟
1710	若
1711	苦
1712	英
1713	苹
1714	茄
1715	茧
1716	茫
1717	茶
1718	荆
1719	草
1720	荒
1721	荡
1722	荣
1723	荫
1724	药
1725	荷
1726	莓
1727	莞
1728	莫
1729	莲
1730	获
1731	菊
1732	菜
1733	菲
1734	萍
1735	萎
1736	萝
1737	萤
1738	营
1739	萦
1740	落
1741	著
1742	董
1743	葬
1744	蒙
1745	蒸
1746	蓝
1747	蓦
1748	蔚
1749	蔫
1750	蔬
1751	蕊
1752	薄
1753	薇
1754	薪
1755	薯
1756	藏
1757	虑
1758	虔
1759	虚
1760	虫
1761	虹
1762	虽
1763	蚁
1764	蛋
1765	蛛
1766	蛮
1767	蛾
1768	蜕
1769	蜘
1770	蜚
1771	蜜
1772	蜷
1773	蝉
1774	蝴
1775	蝶
1776	蝼
1777	融
1778	蠢
1779	血
1780	行
1781	衍
1782	衔
1783	街
1784	衙
1785	衡
1786	衣
1787	补
1788	表
1789	衫
1790	衬
1791	衷
1792	袋
1793	袍
1794	袖
1795	被
1796	袭
1797	袱
1798	裂
1799	装
1800	裘
1801	裙
1802	裳
1803	裹
1804	褪
1805	褶
1806	西
1807	要
1808	覆
1809	见
1810	观
1811	规
1812	视
1813	觉
1814	角
1815	解
1816	触
1817	言
1818	誉
1819	誓
1820	计
1821	认
1822	讨
1823	让
1824	讯
1825	记
1826	讲
1827	许
1828	论
1829	设
1830	访
1831	诀
1832	证
1833	评
1834	识
1835	诉
1836	词
1837	试
1838	诗
1839	诚
1840	话
1841	诞
1842	诡
1843	该
1844	详
1845	语
1846	误
1847	诱
1848	说
1849	诵
1850	请
1851	诺
1852	读
1853	课
1854	谁
1855	调
1856	谅
1857	谈
1858	谋
1859	谎
1860	谓
1861	谜
1862	谢
1863	谣
1864	谦
1865	谨
1866	谬
1867	谱
1868	谷
1869	豁
1870	象
1871	豪
1872	豫
1873	貂
1874	貌
1875	贝
1876	负
1877	贡
1878	财
1879	责
1880	败
1881	质
1882	贪
1883	贯
1884	贱
1885	贴
1886	贵
1887	费
1888	贻
1889	贾
1890	资
1891	赋
1892	赏
1893	赐
1894	赖
1895	赘
1896	赛
1897	赝
1898	赞
1899	赫
1900	走
1901	赴
1902	赶
1903	起
1904	趁
1905	超
1906	越
1907	趋
1908	趟
1909	足
1910	跃
1911	跌
1912	跑
1913	距
1914	跟
1915	跨
1916	跪
1917	路
1918	跳
1919	践
1920	踏
1921	踩
1922	踪
1923	蹈
1924	蹭
1925	躁
1926	身
1927	躲
1928	躺
1929	车
1930	轨
1931	转
1932	轮
1933	软
1934	轻
1935	载
1936	较
1937	辈
1938	辉
1939	辑
1940	输
1941	辕
1942	辗
1943	辙
1944	辛
1945	辞
1946	辨
1947	辱
1948	边
1949	达
1950	迁
1951	过
1952	迎
1953	运
1954	近
1955	返
1956	还
1957	这
1958	进
1959	远
1960	违
1961	连
1962	迟
1963	迭
1964	述
1965	迷
1966	迹
1967	追
1968	退
1969	送
1970	适
1971	逃
1972	逆
1973	选
1974	逍
1975	透
1976	逐
1977	递
1978	途
1979	通
1980	逛
1981	逝
1982	逞
1983	速
1984	造
1985	逢
1986	逸
1987	逻
1988	逼
1989	遇
1990	遍
1991	道
1992	遗
1993	遛
1994	遥
1995	遨
1996	遭
1997	遮
1998	邀
1999	那
2000	邪
2001	邻
2002	郁
2003	部
2004	都
2005	酌
2006	配
2007	酒
2008	酝
2009	酷
2010	酸
2011	酿
2012	醇
2013	醉
2014	醋
2015	醒
2016	采
2017	释
2018	里
2019	重
2020	野
2021	量
2022	金
2023	针
2024	钝
2025	钟
2026	钢
2027	钧
2028	钱
2029	铁
2030	铛
2031	银
2032	铺
2033	链
2034	锁
2035	错
2036	锦
2037	锻
2038	镇
2039	镜
2040	长
2041	门
2042	闪
2043	闭
2044	问
2045	闲
2046	间
2047	闷
2048	闹
2049	闺
2050	闻
2051	阂
2052	阅
2053	阑
2054	阔
2055	队
2056	防
2057	阳
2058	阴
2059	阵
2060	阶
2061	阻
2062	附
2063	际
2064	陆
2065	陈
2066	陌
2067	限
2068	陡
2069	院
2070	除
2071	险
2072	陪
2073	陵
2074	陶
2075	陷
2076	隆
2077	随
2078	隐
2079	隔
2080	隙
2081	障
2082	难
2083	雀
2084	雁
2085	雄
2086	雅
2087	集
2088	雕
2089	雨
2090	雪
2091	零
2092	雷
2093	雾
2094	需
2095	霉
2096	霍
2097	霎
2098	霜
2099	霞
2100	露
2101	青
2102	静
2103	非
2104	靠
2105	面
2106	韬
2107	音
2108	韵
2109	页
2110	顶
2111	项
2112	顺
2113	须
2114	顾
2115	顿
2116	颂
2117	预
2118	领
2119	颊
2120	颌
2121	频
2122	颗
2123	题
2124	颜
2125	颠
2126	颤
2127	颦
2128	风
2129	飘
2130	飙
2131	飞
2132	食
2133	餐
2134	饭
2135	饮
2136	饰
2137	饱
2138	馆
2139	馋
2140	首
2141	香
2142	马
2143	驯
2144	驰
2145	驱
2146	驳
2147	驹
2148	驿
2149	骂
2150	验
2151	骑
2152	骗
2153	骤
2154	骨
2155	高
2156	鬓
2157	魁
2158	魂
2159	魄
2160	魅
2161	魔
2162	鱼
2163	鲜
2164	鸟
2165	鸡
2166	鸢
2167	鸣
2168	鸪
2169	鸽
2170	鸿
2171	鹅
2172	鹊
2173	鹜
2174	鹤
2175	鹧
2176	鹿
2177	麝
2178	麻
2179	黄
2180	黎
2181	黑
2182	默
2183	鼓
2184	鼠
2185	鼹
2186	齐
2187	（
2188	）
2189	：
