id	char
1762	甩
1763	甭
1764	田
1765	由
1766	甲
1767	电
1768	男
1769	町
1770	画
1771	畅
1772	界
1773	畏
1774	留
1775	略
1776	番
1777	當
1778	疆
1779	疋
1780	疏
1781	疑
1782	疗
1783	疚
1784	疤
1785	疫
1786	疮
1787	疯
1788	疲
1789	疼
1790	疾
1791	病
1792	症
1793	痊
1794	痒
1795	痕
1796	痛
1797	痣
1798	痴
1799	痹
1800	瘠
1801	瘦
1802	瘴
1803	瘾
1804	癖
1805	癫
1806	登
1807	白
1808	百
1809	皂
1810	的
1811	皆
1812	皇
1813	皮
1814	皱
1815	盆
1816	益
1817	盏
1818	盐
1819	监
1820	盔
1821	盖
1822	盗
1823	盘
1824	盛
1825	盟
1826	監
1827	目
1828	盲
1829	直
1830	相
1831	盼
1832	省
1833	眉
1834	看
1835	真
1836	眠
1837	眨
1838	眶
1839	眷
1840	眸
1841	眼
1842	着
1843	睇
1844	睛
1845	睡
1846	睥
1847	睬
1848	睹
1849	瞎
1850	瞒
1851	瞓
1852	瞬
1853	瞰
1854	瞳
1855	瞻
1856	矜
1857	知
1858	矩
1859	矫
1860	短
1861	矮
1862	石
1863	矶
1864	码
1865	砂
1866	砌
1867	砍
1868	砒
1869	砖
1870	破
1871	砸
1872	砾
1873	硬
1874	确
1875	碉
1876	碌
1877	碍
1878	碎
1879	碑
1880	碗
1881	碧
1882	碰
1883	磅
1884	磊
1885	磋
1886	磨
1887	示
1888	礼
1889	社
1890	祈
1891	祖
1892	祝
1893	神
1894	票
1895	祷
1896	祸
1897	禁
1898	福
1899	禧
1900	离
1901	秀
1902	私
1903	秋
1904	种
1905	科
1906	秒
1907	秘
1908	积
1909	称
1910	移
1911	秽
1912	稀
1913	程
1914	稚
1915	稳
1916	稿
1917	穴
1918	究
1919	穷
1920	空
1921	穿
1922	突
1923	窃
1924	窄
1925	窍
1926	窒
1927	窗
1928	窝
1929	窥
1930	立
1931	站
1932	竞
1933	竟
1934	章
1935	童
1936	竭
1937	端
1938	竹
1939	笈
1940	笑
1941	笔
1942	笛
1943	符
1944	笨
1945	第
1946	笼
1947	等
1948	筋
1949	筐
1950	筑
1951	筒
1952	答
1953	策
1954	筷
1955	筹
1956	签
1957	简
1958	箔
1959	算
1960	管
1961	箩
1962	箭
1963	箱
1964	篇
1965	篮
1966	篷
1967	簸
1968	簿
1969	米
1970	类
1971	粉
1972	粒
1973	粗
1974	粤
1975	粥
1976	粪
1977	粱
1978	粹
1979	精
1980	糊
1981	糕
1982	糖
1983	糜
1984	糟
1985	系
1986	素
1987	索
1988	紧
1989	紫
1990	累
1991	終
1992	絮
1993	緊
1994	編
1995	緩
1996	總
1997	繁
1998	纠
1999	红
2000	纤
2001	约
2002	级
2003	纪
2004	纯
2005	纱
2006	纳
2007	纵
2008	纷
2009	纸
2010	纹
2011	纺
2012	纽
2013	线
2014	练
2015	组
2016	绅
2017	细
2018	终
2019	绊
2020	绍
2021	经
2022	绑
2023	绒
2024	结
2025	绕
2026	绘
2027	给
2028	绚
2029	络
2030	绝
2031	绞
2032	统
2033	绣
2034	继
2035	绩
2036	绪
2037	续
2038	绮
2039	绰
2040	维
2041	绵
2042	绷
2043	绸
2044	综
2045	绽
2046	绿
2047	缀
2048	缅
2049	缆
2050	缉
2051	缓
2052	缕
2053	编
2054	缘
2055	缚
2056	缝
2057	缠
2058	缤
2059	缩
2060	缸
2061	缺
2062	罄
2063	罅
2064	罐
2065	网
2066	罕
2067	罗
2068	罚
2069	罢
2070	罪
2071	置
2072	罹
2073	羁
2074	羊
2075	美
2076	羔
2077	羞
2078	群
2079	羹
2080	羽
2081	翁
2082	翅
2083	習
2084	翔
2085	翘
2086	翠
2087	翱
2088	翻
2089	翼
2090	耀
2091	老
2092	考
2093	者
2094	而
2095	耍
2096	耐
2097	耗
2098	耳
2099	耶
2100	耻
2101	耽
